"report_number","crash_year","crash_date_time","total_number_of_vehicles","total_number_of_persons","latitude","longitude","vehicle_number","person_number","injury_severity","non_motorist_description_code","role"
90114352,2021,"2021-03-17 22:18",2,5,30.420946,-84.30234,2,5,2,0,P
90114353,2021,"2021-03-18 01:10",2,2,30.38108,-84.29201,1,1,1,0,D
90114353,2021,"2021-03-18 01:10",2,2,30.38108,-84.29201,,2,1,5,N
90114354,2021,"2021-03-17 22:49",3,4,30.447067,-84.31029,1,1,1,0,D
90114354,2021,"2021-03-17 22:49",3,4,30.447067,-84.31029,2,2,1,0,D
90114354,2021,"2021-03-17 22:49",3,4,30.447067,-84.31029,2,3,1,0,P
90114354,2021,"2021-03-17 22:49",3,4,30.447067,-84.31029,2,4,3,0,P
90114355,2021,"2021-03-18 02:12",1,2,30.435375,-84.30184,1,1,,0,D
90114355,2021,"2021-03-18 02:12",1,2,30.435375,-84.30184,,2,3,1,N
90114356,2021,"2021-03-18 07:23",2,2,30.475685,-84.26283,1,1,3,0,D
90114356,2021,"2021-03-18 07:23",2,2,30.475685,-84.26283,2,2,1,0,D
90114357,2021,"2021-03-18 09:55",2,3,30.480827,-84.30448,1,1,2,0,D
90114357,2021,"2021-03-18 09:55",2,3,30.480827,-84.30448,2,2,1,0,D
90114357,2021,"2021-03-18 09:55",2,3,30.480827,-84.30448,1,3,1,0,P
90114358,2021,"2021-03-18 10:14",1,3,30.475103,-84.36314,1,1,1,0,D
90114358,2021,"2021-03-18 10:14",1,3,30.475103,-84.36314,1,2,1,0,P
90114358,2021,"2021-03-18 10:14",1,3,30.475103,-84.36314,1,3,1,0,P
90114359,2021,"2021-03-18 10:20",2,2,30.4593,-84.262115,1,1,1,0,D
90114359,2021,"2021-03-18 10:20",2,2,30.4593,-84.262115,2,2,2,0,D
90114360,2021,"2021-03-18 10:53",2,4,30.44896,-84.31358,1,1,1,0,D
90114360,2021,"2021-03-18 10:53",2,4,30.44896,-84.31358,2,2,1,0,D
90114360,2021,"2021-03-18 10:53",2,4,30.44896,-84.31358,2,3,1,0,P
90114360,2021,"2021-03-18 10:53",2,4,30.44896,-84.31358,2,4,1,0,P
90114361,2021,"2021-03-18 11:58",2,2,30.478127,-84.24139,1,1,1,0,D
90114361,2021,"2021-03-18 11:58",2,2,30.478127,-84.24139,2,2,2,0,D
90114362,2021,"2021-03-18 13:00",2,1,30.458662,-84.36382,1,1,,0,D
90114363,2021,"2021-03-18 11:18",1,1,30.527597,-84.27744,1,1,4,0,D
90114364,2021,"2021-03-18 13:42",2,2,30.465334,-84.34377,1,1,1,0,D
90114364,2021,"2021-03-18 13:42",2,2,30.465334,-84.34377,2,2,1,0,D
90114365,2021,"2021-03-18 00:07",2,1,30.421621,-84.29285,1,1,,0,D
90114366,2021,"2021-03-18 12:22",2,2,30.4446,-84.293144,1,1,1,0,D
90114366,2021,"2021-03-18 12:22",2,2,30.4446,-84.293144,2,2,1,0,D
90114367,2021,"2021-03-18 10:49",2,2,30.44184,-84.28061,1,1,1,0,D
90114367,2021,"2021-03-18 10:49",2,2,30.44184,-84.28061,2,2,1,0,D
90114368,2021,"2021-03-10 08:45",2,1,30.40443,-84.24219,1,1,,0,D
90114369,2021,"2021-03-18 16:33",2,3,30.437172,-84.2629,1,1,1,0,D
90114369,2021,"2021-03-18 16:33",2,3,30.437172,-84.2629,2,2,1,0,D
90114369,2021,"2021-03-18 16:33",2,3,30.437172,-84.2629,2,3,2,0,P
90114370,2021,"2021-03-18 19:03",2,2,30.436594,-84.279594,1,1,1,0,D
90114370,2021,"2021-03-18 19:03",2,2,30.436594,-84.279594,2,2,1,0,D
90114371,2021,"2021-03-18 20:05",2,3,30.4599,-84.22822,1,1,1,0,D
90114371,2021,"2021-03-18 20:05",2,3,30.4599,-84.22822,2,2,1,0,D
90114371,2021,"2021-03-18 20:05",2,3,30.4599,-84.22822,1,3,1,0,P
90114372,2021,"2021-03-18 17:50",2,2,30.401447,-84.233406,1,1,1,0,D
90114372,2021,"2021-03-18 17:50",2,2,30.401447,-84.233406,2,2,1,0,D
90114373,2021,"2021-03-18 19:38",2,2,30.430202,-84.22868,1,1,1,0,D
90114373,2021,"2021-03-18 19:38",2,2,30.430202,-84.22868,,2,1,2,N
90114374,2021,"2021-03-18 20:47",2,2,30.447563,-84.26253,1,1,,0,D
90114374,2021,"2021-03-18 20:47",2,2,30.447563,-84.26253,2,2,1,0,D
90114375,2021,"2021-03-18 18:16",2,2,30.420021,-84.27161,2,1,2,0,D
90114375,2021,"2021-03-18 18:16",2,2,30.420021,-84.27161,,2,1,1,N
90114376,2021,"2021-03-18 18:06",2,2,30.439634,-84.285706,1,1,3,0,D
90114376,2021,"2021-03-18 18:06",2,2,30.439634,-84.285706,2,2,1,0,D
90114378,2021,"2021-03-18 00:00",2,1,30.422129,-84.29158,1,1,,0,D
90114379,2021,"2021-03-19 10:26",2,2,30.463133,-84.259895,1,1,,0,D
90114379,2021,"2021-03-19 10:26",2,2,30.463133,-84.259895,2,2,2,0,D
90114380,2021,"2021-03-19 13:37",2,3,30.476156,-84.36333,1,1,1,0,D
90114380,2021,"2021-03-19 13:37",2,3,30.476156,-84.36333,2,2,1,0,D
90114380,2021,"2021-03-19 13:37",2,3,30.476156,-84.36333,2,3,1,0,P
90114381,2021,"2021-03-19 16:10",2,2,30.41266,-84.30703,1,1,1,0,D
90114381,2021,"2021-03-19 16:10",2,2,30.41266,-84.30703,2,2,1,0,D
90114382,2021,"2021-03-19 17:56",2,3,30.436995,-84.262276,1,1,1,0,D
90114382,2021,"2021-03-19 17:56",2,3,30.436995,-84.262276,2,2,1,0,D
90114382,2021,"2021-03-19 17:56",2,3,30.436995,-84.262276,2,3,1,0,P
90114383,2021,"2021-03-19 17:20",2,3,30.479357,-84.30122,1,1,1,0,D
90114383,2021,"2021-03-19 17:20",2,3,30.479357,-84.30122,2,2,1,0,D
90114383,2021,"2021-03-19 17:20",2,3,30.479357,-84.30122,2,3,1,0,P
90114384,2021,"2021-03-19 17:30",3,3,30.470224,-84.266464,1,1,1,0,D
90114384,2021,"2021-03-19 17:30",3,3,30.470224,-84.266464,2,2,1,0,D
90114384,2021,"2021-03-19 17:30",3,3,30.470224,-84.266464,3,3,1,0,D
90114385,2021,"2021-03-19 18:21",2,1,30.470352,-84.2787,1,1,,0,D
90114386,2021,"2021-03-19 19:08",2,2,30.423948,-84.30223,1,1,3,0,D
90114386,2021,"2021-03-19 19:08",2,2,30.423948,-84.30223,2,2,2,0,D
90114387,2021,"2021-03-19 16:31",2,2,30.426968,-84.22636,1,1,1,0,D
90114387,2021,"2021-03-19 16:31",2,2,30.426968,-84.22636,,2,1,1,N
90114388,2021,"2021-03-20 16:54",2,1,30.456533,-84.305954,1,1,,0,D
90114390,2021,"2021-03-19 21:30",2,6,30.447638,-84.31856,1,1,2,0,D
90114390,2021,"2021-03-19 21:30",2,6,30.447638,-84.31856,2,2,1,0,D
90114390,2021,"2021-03-19 21:30",2,6,30.447638,-84.31856,1,3,1,0,P
90114390,2021,"2021-03-19 21:30",2,6,30.447638,-84.31856,1,4,1,0,P
90114390,2021,"2021-03-19 21:30",2,6,30.447638,-84.31856,2,5,1,0,P
90114390,2021,"2021-03-19 21:30",2,6,30.447638,-84.31856,2,6,1,0,P
90114391,2021,"2021-03-19 14:30",1,2,30.448997,-84.28899,1,1,1,0,D
90114391,2021,"2021-03-19 14:30",1,2,30.448997,-84.28899,1,2,3,0,P
90114392,2021,"2021-03-20 09:02",1,2,30.441782,-84.26189,1,1,1,0,D
90114392,2021,"2021-03-20 09:02",1,2,30.441782,-84.26189,,2,1,1,N
90114393,2021,"2021-03-20 12:17",2,3,30.40526,-84.29406,1,1,1,0,D
90114393,2021,"2021-03-20 12:17",2,3,30.40526,-84.29406,2,2,1,0,D
90114393,2021,"2021-03-20 12:17",2,3,30.40526,-84.29406,2,3,1,0,P
90114394,2021,"2021-03-20 14:31",2,2,30.43456,-84.32295,1,1,1,0,D
90114394,2021,"2021-03-20 14:31",2,2,30.43456,-84.32295,2,2,1,0,D
90114395,2021,"2021-03-20 15:21",2,2,30.412579,-84.30291,1,1,1,0,D
90114395,2021,"2021-03-20 15:21",2,2,30.412579,-84.30291,2,2,1,0,D
90114396,2021,"2021-03-19 21:30",2,2,30.437443,-84.30699,1,1,,0,D
90114396,2021,"2021-03-19 21:30",2,2,30.437443,-84.30699,,2,1,1,N
90114397,2021,"2021-03-20 17:20",2,2,30.438196,-84.28054,1,1,1,0,D
90114397,2021,"2021-03-20 17:20",2,2,30.438196,-84.28054,2,2,1,0,D
90114398,2021,"2021-03-20 19:10",2,3,30.542374,-84.22821,1,1,1,0,D
90114398,2021,"2021-03-20 19:10",2,3,30.542374,-84.22821,2,2,1,0,D
90114398,2021,"2021-03-20 19:10",2,3,30.542374,-84.22821,2,3,1,0,P
90114399,2021,"2021-03-20 06:00",1,4,30.424223,-84.24082,1,1,1,0,D
90114399,2021,"2021-03-20 06:00",1,4,30.424223,-84.24082,1,2,1,0,P
90114399,2021,"2021-03-20 06:00",1,4,30.424223,-84.24082,1,3,1,0,P
90114399,2021,"2021-03-20 06:00",1,4,30.424223,-84.24082,1,4,1,0,P
90114400,2021,"2021-03-20 16:26",2,3,30.444693,-84.2908,1,1,1,0,D
90114400,2021,"2021-03-20 16:26",2,3,30.444693,-84.2908,2,2,1,0,D
90114400,2021,"2021-03-20 16:26",2,3,30.444693,-84.2908,2,3,1,0,P
90114401,2021,"2021-03-20 22:40",2,3,30.4635,-84.30991,1,1,1,0,D
90114401,2021,"2021-03-20 22:40",2,3,30.4635,-84.30991,2,2,1,0,D
90114401,2021,"2021-03-20 22:40",2,3,30.4635,-84.30991,1,3,1,0,P
90114402,2021,"2021-03-20 18:00",1,2,30.44622,-84.29159,1,1,1,0,D
90114402,2021,"2021-03-20 18:00",1,2,30.44622,-84.29159,1,2,1,0,P
90114403,2021,"2021-03-21 23:50",2,1,30.41275,-84.27755,1,1,,0,D
90114404,2021,"2021-03-20 22:00",2,5,30.463482,-84.313705,1,1,1,0,D
90114404,2021,"2021-03-20 22:00",2,5,30.463482,-84.313705,2,2,1,0,D
90114404,2021,"2021-03-20 22:00",2,5,30.463482,-84.313705,2,3,1,0,P
90114404,2021,"2021-03-20 22:00",2,5,30.463482,-84.313705,2,4,1,0,P
90114404,2021,"2021-03-20 22:00",2,5,30.463482,-84.313705,2,5,1,0,P
90114405,2021,"2021-03-21 22:55",2,2,30.448887,-84.30411,1,1,1,0,D
90114405,2021,"2021-03-21 22:55",2,2,30.448887,-84.30411,2,2,3,0,D
90114406,2021,"2021-03-20 21:44",2,2,30.461287,-84.31068,1,1,1,0,D
90114406,2021,"2021-03-20 21:44",2,2,30.461287,-84.31068,2,2,1,0,D
90114407,2021,"2021-03-20 11:20",2,5,30.444681,-84.28295,1,1,1,0,D
90114407,2021,"2021-03-20 11:20",2,5,30.444681,-84.28295,2,2,1,0,D
90114407,2021,"2021-03-20 11:20",2,5,30.444681,-84.28295,1,3,1,0,P
90114407,2021,"2021-03-20 11:20",2,5,30.444681,-84.28295,2,4,1,0,P
90114407,2021,"2021-03-20 11:20",2,5,30.444681,-84.28295,2,5,1,0,P
90114408,2021,"2021-03-21 08:36",2,1,30.44714,-84.27828,1,1,,0,D
90114409,2021,"2021-03-21 09:30",2,1,30.43591,-84.29671,1,1,,0,D
90114410,2021,"2021-03-21 09:33",2,2,30.44184,-84.283104,1,1,1,0,D
90114410,2021,"2021-03-21 09:33",2,2,30.44184,-84.283104,2,2,1,0,D
90114411,2021,"2021-03-21 12:48",2,2,30.437569,-84.28307,1,1,1,0,D
90114411,2021,"2021-03-21 12:48",2,2,30.437569,-84.28307,2,2,1,0,D
90114412,2021,"2021-03-21 13:20",2,4,30.456036,-84.28066,1,1,1,0,D
90114412,2021,"2021-03-21 13:20",2,4,30.456036,-84.28066,2,2,1,0,D
90114412,2021,"2021-03-21 13:20",2,4,30.456036,-84.28066,2,3,1,0,P
90114412,2021,"2021-03-21 13:20",2,4,30.456036,-84.28066,2,4,1,0,P
90114413,2021,"2021-03-21 14:51",3,3,30.431917,-84.26186,1,1,1,0,D
90114413,2021,"2021-03-21 14:51",3,3,30.431917,-84.26186,2,2,1,0,D
90114413,2021,"2021-03-21 14:51",3,3,30.431917,-84.26186,3,3,1,0,D
90114414,2021,"2021-03-21 14:39",2,3,30.437954,-84.265854,1,1,1,0,D
90114414,2021,"2021-03-21 14:39",2,3,30.437954,-84.265854,2,2,1,0,D
90114414,2021,"2021-03-21 14:39",2,3,30.437954,-84.265854,2,3,1,0,P
90114415,2021,"2021-03-21 14:00",2,3,30.480616,-84.22635,1,1,1,0,D
90114415,2021,"2021-03-21 14:00",2,3,30.480616,-84.22635,2,2,1,0,D
90114415,2021,"2021-03-21 14:00",2,3,30.480616,-84.22635,1,3,1,0,P
90114416,2021,"2021-03-20 14:28",2,3,30.4494,-84.31519,1,1,1,0,D
90114416,2021,"2021-03-20 14:28",2,3,30.4494,-84.31519,2,2,1,0,D
90114416,2021,"2021-03-20 14:28",2,3,30.4494,-84.31519,2,3,1,0,P
90114417,2021,"2021-03-21 02:36",2,2,30.449154,-84.31266,1,1,,0,D
90114417,2021,"2021-03-21 02:36",2,2,30.449154,-84.31266,2,2,1,0,D
90114418,2021,"2021-03-21 18:05",2,2,30.459068,-84.284386,1,1,1,0,D
90114418,2021,"2021-03-21 18:05",2,2,30.459068,-84.284386,2,2,1,0,D
90114419,2021,"2021-03-21 17:31",2,2,30.435495,-84.290115,1,1,,0,D
90114419,2021,"2021-03-21 17:31",2,2,30.435495,-84.290115,2,2,1,0,D
90114420,2021,"2021-03-21 21:20",1,1,30.524958,-84.20334,1,1,1,0,D
90114421,2021,"2021-03-21 21:03",2,1,30.456146,-84.31317,1,1,1,0,D
90114422,2021,"2021-03-21 20:05",1,1,30.461445,-84.367714,1,1,,0,D
90114423,2021,"2021-03-22 09:45",2,2,30.470528,-84.30839,1,1,3,0,D
90114423,2021,"2021-03-22 09:45",2,2,30.470528,-84.30839,2,2,3,0,D
90114424,2021,"2021-03-22 14:11",2,2,30.477316,-84.238434,1,1,1,0,D
90114424,2021,"2021-03-22 14:11",2,2,30.477316,-84.238434,2,2,1,0,D
90114425,2021,"2021-03-22 14:26",2,3,30.452505,-84.28938,1,1,1,0,D
90114425,2021,"2021-03-22 14:26",2,3,30.452505,-84.28938,2,2,1,0,D
90114425,2021,"2021-03-22 14:26",2,3,30.452505,-84.28938,1,3,1,0,P
90114426,2021,"2021-03-22 15:30",3,3,30.441465,-84.26173,1,1,1,0,D
90114426,2021,"2021-03-22 15:30",3,3,30.441465,-84.26173,2,2,1,0,D
90114426,2021,"2021-03-22 15:30",3,3,30.441465,-84.26173,3,3,1,0,D
90114427,2021,"2021-03-22 16:10",2,2,30.434992,-84.28971,1,1,1,0,D
90114427,2021,"2021-03-22 16:10",2,2,30.434992,-84.28971,2,2,1,0,D
90114428,2021,"2021-03-22 15:38",2,2,30.412569,-84.28303,1,1,1,0,D
90114428,2021,"2021-03-22 15:38",2,2,30.412569,-84.28303,2,2,2,0,D
90114429,2021,"2021-03-22 19:06",2,2,30.413887,-84.25101,1,1,1,0,D
90114429,2021,"2021-03-22 19:06",2,2,30.413887,-84.25101,2,2,2,0,D
90114430,2021,"2021-03-22 18:14",2,1,30.495714,-84.24697,1,1,1,0,D
90114431,2021,"2021-03-22 17:25",2,2,30.447695,-84.32761,1,1,1,0,D
90114431,2021,"2021-03-22 17:25",2,2,30.447695,-84.32761,2,2,1,0,D
90114432,2021,"2021-03-23 15:45",2,2,30.459208,-84.36106,1,1,,0,D
90114432,2021,"2021-03-23 15:45",2,2,30.459208,-84.36106,2,2,1,0,D
90114433,2021,"2021-03-22 06:16",1,4,30.47797,-84.313774,1,1,4,0,D
90114433,2021,"2021-03-22 06:16",1,4,30.47797,-84.313774,1,2,2,0,P
90114433,2021,"2021-03-22 06:16",1,4,30.47797,-84.313774,1,3,1,0,P
90114433,2021,"2021-03-22 06:16",1,4,30.47797,-84.313774,1,4,1,0,P
90114434,2021,"2021-03-23 08:30",2,2,30.437609,-84.299194,1,1,1,0,D
90114434,2021,"2021-03-23 08:30",2,2,30.437609,-84.299194,2,2,1,0,D
90114435,2021,"2021-03-23 11:09",1,1,30.477436,-84.23375,1,1,1,0,D
90114436,2021,"2021-03-23 11:23",3,3,30.46334,-84.28217,1,1,3,0,D
90114436,2021,"2021-03-23 11:23",3,3,30.46334,-84.28217,2,2,1,0,D
90114436,2021,"2021-03-23 11:23",3,3,30.46334,-84.28217,3,3,1,0,D
90114437,2021,"2021-03-23 10:52",2,3,30.513775,-84.243416,1,1,1,0,D
90114437,2021,"2021-03-23 10:52",2,3,30.513775,-84.243416,2,2,1,0,D
90114437,2021,"2021-03-23 10:52",2,3,30.513775,-84.243416,1,3,1,0,P
90114438,2021,"2021-03-23 14:29",2,2,30.500277,-84.24776,1,1,1,0,D
90114438,2021,"2021-03-23 14:29",2,2,30.500277,-84.24776,2,2,1,0,D
90114439,2021,"2021-03-23 23:27",2,2,30.483747,-84.31116,1,1,1,0,D
90114439,2021,"2021-03-23 23:27",2,2,30.483747,-84.31116,2,2,1,0,D
90114440,2021,"2021-03-23 11:08",2,3,30.432182,-84.24937,1,1,,0,D
90114440,2021,"2021-03-23 11:08",2,3,30.432182,-84.24937,2,2,1,0,D
90114440,2021,"2021-03-23 11:08",2,3,30.432182,-84.24937,1,3,1,0,P
90114441,2021,"2021-03-23 11:23",1,2,30.439302,-84.2738,1,1,1,0,D
90114441,2021,"2021-03-23 11:23",1,2,30.439302,-84.2738,,2,3,3,N
90114442,2021,"2021-03-23 15:15",2,1,30.472588,-84.236725,1,1,1,0,D
90114443,2021,"2021-03-23 18:47",2,3,30.491926,-84.24262,1,1,1,0,D
90114443,2021,"2021-03-23 18:47",2,3,30.491926,-84.24262,2,2,1,0,D
90114443,2021,"2021-03-23 18:47",2,3,30.491926,-84.24262,2,3,1,0,P
90114444,2021,"2021-03-23 18:58",2,2,30.45044,-84.28076,1,1,1,0,D
90114444,2021,"2021-03-23 18:58",2,2,30.45044,-84.28076,2,2,1,0,D
90114445,2021,"2021-03-23 20:55",2,3,30.434523,-84.32644,1,1,1,0,D
90114445,2021,"2021-03-23 20:55",2,3,30.434523,-84.32644,2,2,1,0,D
90114445,2021,"2021-03-23 20:55",2,3,30.434523,-84.32644,1,3,1,0,P
90114446,2021,"2021-03-24 01:40",1,1,30.470531,-84.309746,1,1,,0,D
90114447,2021,"2021-03-24 04:57",2,2,30.462605,-84.3088,1,1,,0,D
90114447,2021,"2021-03-24 04:57",2,2,30.462605,-84.3088,2,2,1,0,D
90114448,2021,"2021-03-24 11:28",2,2,30.542522,-84.22805,1,1,1,0,D
90114448,2021,"2021-03-24 11:28",2,2,30.542522,-84.22805,2,2,1,0,D
90114449,2021,"2021-03-17 18:00",1,1,30.43647,-84.29412,1,1,1,0,D
90114450,2021,"2021-03-24 12:30",3,4,30.448975,-84.30466,1,1,1,0,D
90114450,2021,"2021-03-24 12:30",3,4,30.448975,-84.30466,2,2,1,0,D
90114450,2021,"2021-03-24 12:30",3,4,30.448975,-84.30466,3,3,1,0,D
90114450,2021,"2021-03-24 12:30",3,4,30.448975,-84.30466,1,4,1,0,P
90114451,2021,"2021-03-24 13:55",1,2,30.420195,-84.26562,1,1,1,0,D
90114451,2021,"2021-03-24 13:55",1,2,30.420195,-84.26562,1,2,1,0,P
90114452,2021,"2021-03-24 14:48",2,5,30.459448,-84.229576,1,1,1,0,D
90114452,2021,"2021-03-24 14:48",2,5,30.459448,-84.229576,2,2,1,0,D
90114452,2021,"2021-03-24 14:48",2,5,30.459448,-84.229576,1,3,1,0,P
90114452,2021,"2021-03-24 14:48",2,5,30.459448,-84.229576,1,4,1,0,P
90114452,2021,"2021-03-24 14:48",2,5,30.459448,-84.229576,2,5,3,0,P
90114453,2021,"2021-03-24 14:54",2,2,30.500605,-84.25076,1,1,1,0,D
90114453,2021,"2021-03-24 14:54",2,2,30.500605,-84.25076,2,2,1,0,D
90114454,2021,"2021-03-23 22:50",1,1,30.4744,-84.283005,1,1,2,0,D
90114455,2021,"2021-03-24 13:49",2,1,30.463217,-84.28405,1,1,,0,D
90114456,2021,"2021-03-24 15:30",2,2,30.397884,-84.30328,1,1,1,0,D
90114456,2021,"2021-03-24 15:30",2,2,30.397884,-84.30328,2,2,2,0,D
90114457,2021,"2021-03-24 12:15",2,3,30.435778,-84.28068,1,1,,0,D
90114457,2021,"2021-03-24 12:15",2,3,30.435778,-84.28068,2,2,2,0,D
90114457,2021,"2021-03-24 12:15",2,3,30.435778,-84.28068,2,3,1,0,P
90114458,2021,"2021-03-24 16:10",2,2,30.460941,-84.225395,1,1,,0,D
90114458,2021,"2021-03-24 16:10",2,2,30.460941,-84.225395,2,2,1,0,D
90114459,2021,"2021-03-24 17:13",2,3,30.436335,-84.26003,1,1,1,0,D
90114459,2021,"2021-03-24 17:13",2,3,30.436335,-84.26003,2,2,1,0,D
90114459,2021,"2021-03-24 17:13",2,3,30.436335,-84.26003,1,3,1,0,P
90114460,2021,"2021-03-24 18:45",3,4,30.444687,-84.280914,1,1,1,0,D
90114460,2021,"2021-03-24 18:45",3,4,30.444687,-84.280914,2,2,1,0,D
90114460,2021,"2021-03-24 18:45",3,4,30.444687,-84.280914,3,3,1,0,D
90114460,2021,"2021-03-24 18:45",3,4,30.444687,-84.280914,3,4,2,0,P
90114461,2021,"2021-03-24 15:27",2,3,30.49454,-84.24506,1,1,1,0,D
90114461,2021,"2021-03-24 15:27",2,3,30.49454,-84.24506,2,2,1,0,D
90114461,2021,"2021-03-24 15:27",2,3,30.49454,-84.24506,1,3,1,0,P
90114462,2021,"2021-03-24 16:20",2,2,30.46506,-84.26978,1,1,1,0,D
90114462,2021,"2021-03-24 16:20",2,2,30.46506,-84.26978,2,2,1,0,D
90114463,2021,"2021-03-23 22:32",2,2,30.47825,-84.236664,1,1,,0,D
90114463,2021,"2021-03-23 22:32",2,2,30.47825,-84.236664,2,2,1,0,D
90114464,2021,"2021-03-25 07:33",2,2,30.452549,-84.22651,1,1,2,0,D
90114464,2021,"2021-03-25 07:33",2,2,30.452549,-84.22651,2,2,1,0,D
90114465,2021,"2021-03-25 10:52",3,4,30.44066,-84.28066,1,1,1,0,D
90114465,2021,"2021-03-25 10:52",3,4,30.44066,-84.28066,2,2,2,0,D
90114465,2021,"2021-03-25 10:52",3,4,30.44066,-84.28066,3,3,1,0,D
90114465,2021,"2021-03-25 10:52",3,4,30.44066,-84.28066,2,4,2,0,P
90114466,2021,"2021-03-24 14:17",2,2,30.449118,-84.30986,1,1,3,0,D
90114466,2021,"2021-03-24 14:17",2,2,30.449118,-84.30986,2,2,3,0,D
90114467,2021,"2021-03-25 10:41",2,2,30.440657,-84.2806,1,1,3,0,D
90114467,2021,"2021-03-25 10:41",2,2,30.440657,-84.2806,2,2,3,0,D
90114468,2021,"2021-03-25 12:15",2,2,30.48358,-84.3109,1,1,1,0,D
90114468,2021,"2021-03-25 12:15",2,2,30.48358,-84.3109,2,2,1,0,D
90114469,2021,"2021-03-25 12:41",2,2,30.452166,-84.35974,1,1,,0,D
90114469,2021,"2021-03-25 12:41",2,2,30.452166,-84.35974,2,2,1,0,D
90114470,2021,"2021-03-25 13:29",2,1,30.436045,-84.33664,1,1,1,0,D
90114471,2021,"2021-03-25 09:56",2,2,30.412212,-84.28073,1,1,1,0,D
90114471,2021,"2021-03-25 09:56",2,2,30.412212,-84.28073,2,2,2,0,D
90114472,2021,"2021-03-08 13:30",2,2,30.478495,-84.23679,1,1,1,0,D
90114472,2021,"2021-03-08 13:30",2,2,30.478495,-84.23679,2,2,1,0,D
90114473,2021,"2021-03-25 14:43",2,2,30.465275,-84.34505,1,1,1,0,D
90114473,2021,"2021-03-25 14:43",2,2,30.465275,-84.34505,2,2,1,0,D
90114474,2021,"2021-03-25 14:00",2,3,30.448975,-84.31449,1,1,1,0,D
90114474,2021,"2021-03-25 14:00",2,3,30.448975,-84.31449,2,2,1,0,D
90114474,2021,"2021-03-25 14:00",2,3,30.448975,-84.31449,2,3,2,0,P
90114475,2021,"2021-03-25 11:40",2,3,30.44669,-84.338005,2,1,1,0,D
90114475,2021,"2021-03-25 11:40",2,3,30.44669,-84.338005,1,2,1,0,D
90114475,2021,"2021-03-25 11:40",2,3,30.44669,-84.338005,1,3,1,0,P
90114476,2021,"2021-03-25 16:55",2,2,30.445103,-84.283066,1,1,1,0,D
90114476,2021,"2021-03-25 16:55",2,2,30.445103,-84.283066,2,2,1,0,D
90114477,2021,"2021-03-25 16:02",2,2,30.474543,-84.27723,1,1,2,0,D
90114477,2021,"2021-03-25 16:02",2,2,30.474543,-84.27723,2,2,2,0,D
90114478,2021,"2021-03-25 20:30",2,2,30.481588,-84.30694,1,1,,0,D
90114478,2021,"2021-03-25 20:30",2,2,30.481588,-84.30694,2,2,1,0,D
90114479,2021,"2021-03-25 17:30",2,2,30.4738,-84.303024,1,1,1,0,D
90114479,2021,"2021-03-25 17:30",2,2,30.4738,-84.303024,2,2,1,0,D
90114480,2021,"2021-03-25 16:25",2,2,30.461962,-84.22245,1,1,1,0,D
90114480,2021,"2021-03-25 16:25",2,2,30.461962,-84.22245,2,2,1,0,D
90114481,2021,"2021-03-25 05:52",1,1,30.456783,-84.34046,1,1,,0,D
90114482,2021,"2021-03-25 21:28",2,3,30.500647,-84.329575,1,1,2,0,D
90114482,2021,"2021-03-25 21:28",2,3,30.500647,-84.329575,,2,1,5,N
90114482,2021,"2021-03-25 21:28",2,3,30.500647,-84.329575,,3,2,5,N
90114483,2021,"2021-03-21 21:30",2,3,30.449074,-84.28913,1,1,1,0,D
90114483,2021,"2021-03-21 21:30",2,3,30.449074,-84.28913,2,2,1,0,D
90114483,2021,"2021-03-21 21:30",2,3,30.449074,-84.28913,2,3,1,0,P
90114484,2021,"2021-03-23 15:07",1,2,30.453053,-84.26689,1,1,1,0,D
90114484,2021,"2021-03-23 15:07",1,2,30.453053,-84.26689,1,2,1,0,P
90114485,2021,"2021-03-26 00:00",1,1,30.392662,-84.277405,1,1,1,0,D
90114486,2021,"2021-03-26 06:12",2,3,30.432714,-84.30151,1,1,,0,D
90114486,2021,"2021-03-26 06:12",2,3,30.432714,-84.30151,2,2,1,0,D
90114486,2021,"2021-03-26 06:12",2,3,30.432714,-84.30151,2,3,1,0,P
90114487,2021,"2021-03-26 06:45",1,1,30.427721,-84.223404,1,1,1,0,D
90114488,2021,"2021-03-26 12:37",2,2,30.41976,-84.28064,1,1,3,0,D
90114488,2021,"2021-03-26 12:37",2,2,30.41976,-84.28064,2,2,1,0,D
90114489,2021,"2021-03-26 10:00",2,5,30.477839,-84.23648,1,1,1,0,D
90114489,2021,"2021-03-26 10:00",2,5,30.477839,-84.23648,2,2,1,0,D
90114489,2021,"2021-03-26 10:00",2,5,30.477839,-84.23648,2,3,1,0,P
90114489,2021,"2021-03-26 10:00",2,5,30.477839,-84.23648,2,4,1,0,P
90114489,2021,"2021-03-26 10:00",2,5,30.477839,-84.23648,2,5,1,0,P
90114490,2021,"2021-03-26 11:18",2,2,30.441639,-84.2807,1,1,,0,D
90114490,2021,"2021-03-26 11:18",2,2,30.441639,-84.2807,2,2,1,0,D
90114491,2021,"2021-03-26 11:00",2,2,30.48123,-84.305374,1,1,3,0,D
90114491,2021,"2021-03-26 11:00",2,2,30.48123,-84.305374,2,2,1,0,D
90114492,2021,"2021-03-26 12:26",2,1,30.440334,-84.2657,1,1,,0,D
90114493,2021,"2021-03-26 10:30",2,2,30.455664,-84.31826,1,1,1,0,D
90114493,2021,"2021-03-26 10:30",2,2,30.455664,-84.31826,,2,1,5,N
