"report_number","crash_year","crash_date_time","total_number_of_vehicles","total_number_of_persons","latitude","longitude","vehicle_number","person_number","injury_severity","non_motorist_description_code","role"
24211781,2021,"2021-03-12 11:02",2,2,25.782389,-80.26737,1,1,1,0,D
24211781,2021,"2021-03-12 11:02",2,2,25.782389,-80.26737,2,2,1,0,D
24252041,2020,"2020-12-03 16:50",3,3,,,1,1,1,0,D
24252041,2020,"2020-12-03 16:50",3,3,,,2,2,2,0,D
24252041,2020,"2020-12-03 16:50",3,3,,,3,3,1,0,D
24338911,2021,"2021-01-28 13:50",2,3,30.434385,-84.301994,1,1,1,0,D
24338911,2021,"2021-01-28 13:50",2,3,30.434385,-84.301994,2,2,1,0,D
24338911,2021,"2021-01-28 13:50",2,3,30.434385,-84.301994,2,3,1,0,P
24338912,2021,"2021-01-28 18:15",1,1,30.505993,-84.290596,1,1,,0,D
24338913,2021,"2021-01-28 17:45",2,5,30.4667,-84.209816,1,1,1,0,D
24338913,2021,"2021-01-28 17:45",2,5,30.4667,-84.209816,2,2,1,0,D
24338913,2021,"2021-01-28 17:45",2,5,30.4667,-84.209816,1,3,1,0,P
24338913,2021,"2021-01-28 17:45",2,5,30.4667,-84.209816,1,4,1,0,P
24338913,2021,"2021-01-28 17:45",2,5,30.4667,-84.209816,1,5,1,0,P
24338914,2021,"2021-01-28 18:30",1,1,30.545725,-84.22577,1,1,,0,D
24338915,2021,"2021-01-28 17:53",4,5,30.57385,-84.229904,1,1,1,0,D
24338915,2021,"2021-01-28 17:53",4,5,30.57385,-84.229904,2,2,1,0,D
24338915,2021,"2021-01-28 17:53",4,5,30.57385,-84.229904,3,3,1,0,D
24338915,2021,"2021-01-28 17:53",4,5,30.57385,-84.229904,4,4,1,0,D
24338915,2021,"2021-01-28 17:53",4,5,30.57385,-84.229904,2,5,1,0,P
24338916,2021,"2021-01-25 05:00",2,1,30.49186,-84.31705,1,1,1,0,P
24338917,2021,"2021-01-29 18:58",3,5,30.460117,-84.2276,1,1,1,0,D
24338917,2021,"2021-01-29 18:58",3,5,30.460117,-84.2276,2,2,1,0,D
24338917,2021,"2021-01-29 18:58",3,5,30.460117,-84.2276,3,3,1,0,D
24338917,2021,"2021-01-29 18:58",3,5,30.460117,-84.2276,2,4,1,0,P
24338917,2021,"2021-01-29 18:58",3,5,30.460117,-84.2276,2,5,1,0,P
24338918,2021,"2021-01-30 12:19",2,5,30.501398,-84.32861,1,1,2,0,D
24338918,2021,"2021-01-30 12:19",2,5,30.501398,-84.32861,2,2,2,0,D
24338918,2021,"2021-01-30 12:19",2,5,30.501398,-84.32861,1,3,2,0,P
24338918,2021,"2021-01-30 12:19",2,5,30.501398,-84.32861,1,4,1,0,P
24338918,2021,"2021-01-30 12:19",2,5,30.501398,-84.32861,2,5,1,0,P
24338919,2021,"2021-01-29 09:03",1,1,30.597294,-84.22095,1,1,3,0,D
24338920,2021,"2021-01-27 14:32",1,1,30.460302,-84.39107,1,1,1,0,D
24338921,2021,"2021-02-01 08:21",2,2,30.466734,-84.209755,1,1,1,0,D
24338921,2021,"2021-02-01 08:21",2,2,30.466734,-84.209755,2,2,2,0,D
24338922,2021,"2021-01-22 21:09",3,1,30.441269,-84.33817,1,1,3,0,D
24338923,2021,"2021-02-02 18:50",2,4,30.501675,-84.162544,1,1,1,0,D
24338923,2021,"2021-02-02 18:50",2,4,30.501675,-84.162544,2,2,1,0,D
24338923,2021,"2021-02-02 18:50",2,4,30.501675,-84.162544,1,3,1,0,P
24338923,2021,"2021-02-02 18:50",2,4,30.501675,-84.162544,2,4,1,0,P
24338924,2021,"2021-01-27 09:00",2,1,30.447748,-84.347725,1,1,1,0,D
24338925,2021,"2021-01-31 13:22",2,2,30.44163,-84.43102,1,1,1,0,D
24338925,2021,"2021-01-31 13:22",2,2,30.44163,-84.43102,,2,1,2,N
24338926,2021,"2021-02-03 14:40",2,2,30.394018,-84.32212,1,1,,0,D
24338926,2021,"2021-02-03 14:40",2,2,30.394018,-84.32212,2,2,2,0,D
24338927,2021,"2021-02-03 20:00",1,1,30.569172,-84.175606,1,1,1,0,D
24338928,2021,"2021-02-03 09:09",2,2,30.463503,-84.21194,1,1,1,0,D
24338928,2021,"2021-02-03 09:09",2,2,30.463503,-84.21194,2,2,1,0,D
24338929,2021,"2021-02-04 08:24",1,3,30.423887,-84.30343,1,1,1,0,D
24338929,2021,"2021-02-04 08:24",1,3,30.423887,-84.30343,1,2,1,0,P
24338929,2021,"2021-02-04 08:24",1,3,30.423887,-84.30343,1,3,3,0,P
24338930,2021,"2021-02-04 11:40",2,3,30.466637,-84.21014,1,1,1,0,D
24338930,2021,"2021-02-04 11:40",2,3,30.466637,-84.21014,2,2,2,0,D
24338930,2021,"2021-02-04 11:40",2,3,30.466637,-84.21014,1,3,1,0,P
24338931,2021,"2021-02-05 15:30",2,2,30.459024,-84.35661,1,1,1,0,D
24338931,2021,"2021-02-05 15:30",2,2,30.459024,-84.35661,,2,1,5,N
24338932,2021,"2021-02-05 09:55",2,2,30.361448,-84.29971,1,1,1,0,D
24338932,2021,"2021-02-05 09:55",2,2,30.361448,-84.29971,2,2,1,0,D
24338933,2021,"2021-01-23 12:10",2,2,30.48509,-84.29927,1,1,1,0,D
24338933,2021,"2021-01-23 12:10",2,2,30.48509,-84.29927,2,2,1,0,D
24338934,2021,"2021-02-03 07:00",2,3,30.375427,-84.27035,1,1,2,0,D
24338934,2021,"2021-02-03 07:00",2,3,30.375427,-84.27035,2,2,2,0,D
24338934,2021,"2021-02-03 07:00",2,3,30.375427,-84.27035,2,3,2,0,P
24338935,2021,"2021-02-06 16:31",1,1,30.509764,-84.36216,1,1,1,0,D
24338936,2021,"2021-02-04 13:59",2,1,30.461435,-84.21245,1,1,1,0,D
24338937,2021,"2021-02-08 08:00",2,2,30.544315,-84.22719,1,1,1,0,D
24338937,2021,"2021-02-08 08:00",2,2,30.544315,-84.22719,2,2,1,0,D
24338938,2021,"2021-02-07 11:00",2,1,30.478281,-84.365005,1,1,1,0,D
24338939,2021,"2021-02-08 19:04",1,1,30.47165,-84.41057,1,1,1,0,D
24338940,2021,"2021-02-09 10:42",2,3,30.44135,-84.337845,1,1,3,0,D
24338940,2021,"2021-02-09 10:42",2,3,30.44135,-84.337845,2,2,3,0,D
24338940,2021,"2021-02-09 10:42",2,3,30.44135,-84.337845,2,3,3,0,P
24338941,2021,"2021-02-09 12:25",2,2,30.435822,-84.373695,1,1,1,0,D
24338941,2021,"2021-02-09 12:25",2,2,30.435822,-84.373695,2,2,1,0,D
24338942,2021,"2021-02-02 11:45",2,2,30.561413,-84.210365,1,1,3,0,D
24338942,2021,"2021-02-02 11:45",2,2,30.561413,-84.210365,2,2,1,0,D
24338943,2021,"2021-01-23 13:20",2,2,30.493671,-84.21044,1,1,1,0,D
24338943,2021,"2021-01-23 13:20",2,2,30.493671,-84.21044,2,2,1,0,D
24338944,2021,"2021-01-27 09:25",2,4,30.59883,-84.24821,1,1,1,0,D
24338944,2021,"2021-01-27 09:25",2,4,30.59883,-84.24821,2,2,3,0,D
24338944,2021,"2021-01-27 09:25",2,4,30.59883,-84.24821,1,3,1,0,P
24338944,2021,"2021-01-27 09:25",2,4,30.59883,-84.24821,2,4,1,0,P
24338945,2021,"2021-01-28 15:46",2,3,30.487295,-84.22692,1,1,1,0,D
24338945,2021,"2021-01-28 15:46",2,3,30.487295,-84.22692,2,2,1,0,D
24338945,2021,"2021-01-28 15:46",2,3,30.487295,-84.22692,2,3,1,0,P
24338946,2021,"2021-02-06 14:15",2,9,30.487644,-84.318,1,1,1,0,D
24338946,2021,"2021-02-06 14:15",2,9,30.487644,-84.318,2,2,1,0,D
24338946,2021,"2021-02-06 14:15",2,9,30.487644,-84.318,2,3,1,0,P
24338946,2021,"2021-02-06 14:15",2,9,30.487644,-84.318,2,4,1,0,P
24338946,2021,"2021-02-06 14:15",2,9,30.487644,-84.318,2,5,1,0,P
24338946,2021,"2021-02-06 14:15",2,9,30.487644,-84.318,2,6,1,0,P
24338946,2021,"2021-02-06 14:15",2,9,30.487644,-84.318,2,7,1,0,P
24338946,2021,"2021-02-06 14:15",2,9,30.487644,-84.318,2,8,1,0,P
24338946,2021,"2021-02-06 14:15",2,9,30.487644,-84.318,2,9,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,1,1,1,0,D
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,2,1,0,D
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,3,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,4,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,5,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,6,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,7,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,8,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,9,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,10,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,11,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,12,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,13,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,14,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,15,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,16,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,17,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,18,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,19,1,0,P
24338947,2021,"2021-01-29 06:40",2,20,30.523273,-84.353424,2,20,1,0,P
24338948,2021,"2021-02-11 13:00",2,2,30.48735,-84.31726,1,1,1,0,D
24338948,2021,"2021-02-11 13:00",2,2,30.48735,-84.31726,2,2,1,0,D
24338949,2021,"2021-02-08 14:41",2,2,30.503845,-84.24869,1,1,1,0,D
24338949,2021,"2021-02-08 14:41",2,2,30.503845,-84.24869,2,2,1,0,D
24338950,2021,"2021-02-12 14:10",2,2,30.412249,-84.28054,1,1,,0,D
24338950,2021,"2021-02-12 14:10",2,2,30.412249,-84.28054,2,2,1,0,D
24338951,2021,"2021-02-11 13:30",2,3,30.452652,-84.33411,1,1,1,0,D
24338951,2021,"2021-02-11 13:30",2,3,30.452652,-84.33411,2,2,1,0,D
24338951,2021,"2021-02-11 13:30",2,3,30.452652,-84.33411,2,3,1,0,P
24338952,2021,"2021-02-13 05:00",1,1,30.474052,-84.20591,1,1,,0,D
24338953,2021,"2021-02-13 23:10",2,3,30.457,-84.37976,1,1,1,0,D
24338953,2021,"2021-02-13 23:10",2,3,30.457,-84.37976,2,2,1,0,D
24338953,2021,"2021-02-13 23:10",2,3,30.457,-84.37976,1,3,1,0,P
24338955,2021,"2021-02-08 17:21",2,2,30.382532,-84.30645,1,1,1,0,D
24338955,2021,"2021-02-08 17:21",2,2,30.382532,-84.30645,2,2,1,0,D
24338956,2021,"2021-02-14 21:30",2,2,30.502508,-84.32924,1,1,,0,D
24338956,2021,"2021-02-14 21:30",2,2,30.502508,-84.32924,2,2,1,0,D
24338957,2021,"2021-02-10 10:45",1,1,30.56578,-84.17725,1,1,3,0,D
24338958,2021,"2021-02-15 14:09",2,1,30.488764,-84.31832,1,1,1,0,D
24338959,2021,"2021-02-16 06:25",1,2,30.44344,-84.40427,1,1,1,0,D
24338959,2021,"2021-02-16 06:25",1,2,30.44344,-84.40427,1,2,1,0,P
24338960,2021,"2021-02-11 15:32",2,2,30.443352,-84.40708,1,1,1,0,D
24338960,2021,"2021-02-11 15:32",2,2,30.443352,-84.40708,2,2,1,0,D
24338961,2021,"2021-02-16 17:11",2,3,30.531881,-84.361565,1,1,1,0,D
24338961,2021,"2021-02-16 17:11",2,3,30.531881,-84.361565,2,2,1,0,D
24338961,2021,"2021-02-16 17:11",2,3,30.531881,-84.361565,2,3,1,0,P
24338962,2021,"2021-02-11 21:06",1,2,30.423052,-84.1163,1,1,1,0,D
24338962,2021,"2021-02-11 21:06",1,2,30.423052,-84.1163,1,2,1,0,P
24338963,2021,"2021-02-17 13:00",2,1,30.449125,-84.27852,1,1,,0,D
24338964,2021,"2021-02-18 14:44",2,2,30.47617,-84.36336,1,1,1,0,D
24338964,2021,"2021-02-18 14:44",2,2,30.47617,-84.36336,2,2,1,0,D
24338965,2021,"2021-02-19 20:10",1,1,30.649258,-84.045975,1,1,1,0,D
24338966,2021,"2021-02-19 14:20",2,3,30.412613,-84.26356,1,1,1,0,D
24338966,2021,"2021-02-19 14:20",2,3,30.412613,-84.26356,2,2,3,0,D
24338966,2021,"2021-02-19 14:20",2,3,30.412613,-84.26356,2,3,1,0,P
24338967,2021,"2021-02-20 20:15",2,2,30.497196,-84.32642,1,1,1,0,D
24338967,2021,"2021-02-20 20:15",2,2,30.497196,-84.32642,2,2,2,0,D
24338968,2021,"2021-02-20 23:45",2,2,30.520536,-84.36528,1,1,,0,D
24338968,2021,"2021-02-20 23:45",2,2,30.520536,-84.36528,2,2,1,0,D
24338969,2021,"2021-02-20 18:20",4,5,30.465015,-84.32716,1,1,1,0,D
24338969,2021,"2021-02-20 18:20",4,5,30.465015,-84.32716,2,2,1,0,D
24338969,2021,"2021-02-20 18:20",4,5,30.465015,-84.32716,3,3,2,0,D
24338969,2021,"2021-02-20 18:20",4,5,30.465015,-84.32716,4,4,2,0,D
24338969,2021,"2021-02-20 18:20",4,5,30.465015,-84.32716,3,5,2,0,P
24338970,2021,"2021-02-20 16:28",1,4,30.403015,-84.57977,1,1,2,0,D
24338970,2021,"2021-02-20 16:28",1,4,30.403015,-84.57977,1,2,2,0,P
24338970,2021,"2021-02-20 16:28",1,4,30.403015,-84.57977,1,3,2,0,P
24338970,2021,"2021-02-20 16:28",1,4,30.403015,-84.57977,1,4,4,0,P
24338971,2021,"2021-02-22 13:32",2,3,30.5013,-84.32858,1,1,1,0,D
24338971,2021,"2021-02-22 13:32",2,3,30.5013,-84.32858,2,2,3,0,D
24338971,2021,"2021-02-22 13:32",2,3,30.5013,-84.32858,1,3,1,0,P
24338972,2021,"2021-02-22 01:00",1,1,30.434694,-84.36024,1,1,2,0,D
24338973,2021,"2021-02-23 18:53",1,3,30.456501,-84.31995,1,1,1,0,D
24338973,2021,"2021-02-23 18:53",1,3,30.456501,-84.31995,1,2,1,0,P
24338973,2021,"2021-02-23 18:53",1,3,30.456501,-84.31995,1,3,1,0,P
24338974,2021,"2021-02-18 18:02",2,2,30.494629,-84.32462,1,1,1,0,D
24338974,2021,"2021-02-18 18:02",2,2,30.494629,-84.32462,,2,1,5,N
24338975,2021,"2021-02-23 18:13",1,2,30.403725,-84.30826,1,1,1,0,D
24338975,2021,"2021-02-23 18:13",1,2,30.403725,-84.30826,1,2,1,0,P
24338976,2021,"2021-02-24 02:40",1,1,30.580801,-84.35858,1,1,1,0,D
24338977,2021,"2021-02-24 16:45",2,7,30.568459,-84.212364,1,1,1,0,D
24338977,2021,"2021-02-24 16:45",2,7,30.568459,-84.212364,2,2,1,0,D
24338977,2021,"2021-02-24 16:45",2,7,30.568459,-84.212364,1,3,1,0,P
24338977,2021,"2021-02-24 16:45",2,7,30.568459,-84.212364,1,4,1,0,P
24338977,2021,"2021-02-24 16:45",2,7,30.568459,-84.212364,1,5,1,0,P
24338977,2021,"2021-02-24 16:45",2,7,30.568459,-84.212364,1,6,1,0,P
24338977,2021,"2021-02-24 16:45",2,7,30.568459,-84.212364,2,7,1,0,P
24338978,2021,"2021-02-24 18:45",2,3,30.486776,-84.31577,1,1,1,0,D
24338978,2021,"2021-02-24 18:45",2,3,30.486776,-84.31577,2,2,1,0,D
24338978,2021,"2021-02-24 18:45",2,3,30.486776,-84.31577,2,3,1,0,P
24338979,2021,"2021-02-21 23:30",1,1,30.38358,-84.236275,1,1,1,0,D
24338980,2021,"2021-02-23 12:30",1,1,30.490946,-84.181816,1,1,1,0,D
24338981,2021,"2021-02-26 08:25",2,2,30.492601,-84.32834,1,1,1,0,D
24338981,2021,"2021-02-26 08:25",2,2,30.492601,-84.32834,2,2,1,0,D
24338982,2021,"2021-02-26 07:45",1,1,30.469135,-84.09191,1,1,3,0,D
24338983,2021,"2021-02-26 06:15",2,3,30.396683,-84.60635,1,1,1,0,D
24338983,2021,"2021-02-26 06:15",2,3,30.396683,-84.60635,2,2,1,0,D
24338983,2021,"2021-02-26 06:15",2,3,30.396683,-84.60635,2,3,1,0,P
24338984,2021,"2021-02-27 12:25",1,2,30.43794,-84.3466,1,1,1,0,D
24338984,2021,"2021-02-27 12:25",1,2,30.43794,-84.3466,1,2,1,0,P
24338985,2021,"2021-02-27 12:25",1,1,30.548182,-84.262245,1,1,,0,D
24338987,2021,"2021-03-01 07:41",2,4,30.31927,-84.24854,1,1,1,0,D
24338987,2021,"2021-03-01 07:41",2,4,30.31927,-84.24854,2,2,1,0,D
24338987,2021,"2021-03-01 07:41",2,4,30.31927,-84.24854,1,3,1,0,P
24338987,2021,"2021-03-01 07:41",2,4,30.31927,-84.24854,1,4,1,0,P
24338988,2021,"2021-02-28 14:10",1,1,30.42224,-84.16801,1,1,2,0,D
24338990,2021,"2021-03-01 08:20",2,3,30.418459,-84.14777,1,1,1,0,D
24338990,2021,"2021-03-01 08:20",2,3,30.418459,-84.14777,2,2,1,0,D
24338990,2021,"2021-03-01 08:20",2,3,30.418459,-84.14777,2,3,1,0,P
24338991,2021,"2021-02-06 18:19",4,4,30.37807,-84.29127,1,1,2,0,D
24338991,2021,"2021-02-06 18:19",4,4,30.37807,-84.29127,1,2,1,0,P
24338991,2021,"2021-02-06 18:19",4,4,30.37807,-84.29127,1,3,2,0,P
24338991,2021,"2021-02-06 18:19",4,4,30.37807,-84.29127,1,4,2,0,P
24338992,2021,"2021-03-01 17:00",2,2,30.375444,-84.269844,1,1,1,0,D
24338992,2021,"2021-03-01 17:00",2,2,30.375444,-84.269844,2,2,1,0,D
24338993,2021,"2021-03-01 13:38",1,1,30.43653,-84.375656,1,1,3,0,D
24338995,2021,"2021-03-01 11:45",2,2,30.561079,-84.21749,1,1,2,0,D
24338995,2021,"2021-03-01 11:45",2,2,30.561079,-84.21749,2,2,1,0,D
24338996,2021,"2021-02-21 13:00",2,2,30.430489,-84.335686,1,1,,0,D
24338996,2021,"2021-02-21 13:00",2,2,30.430489,-84.335686,2,2,1,0,D
24338997,2021,"2021-03-02 20:36",2,2,30.48854,-84.31729,1,1,,0,D
24338997,2021,"2021-03-02 20:36",2,2,30.48854,-84.31729,2,2,1,0,D
24338998,2021,"2021-03-03 11:45",2,2,30.457485,-84.347916,1,1,1,0,D
24338998,2021,"2021-03-03 11:45",2,2,30.457485,-84.347916,2,2,2,0,D
24338999,2021,"2021-03-03 22:35",1,1,30.424685,-84.36884,1,1,3,0,D
24339000,2021,"2021-03-04 09:00",1,2,30.506037,-84.07903,1,1,1,0,D
24339000,2021,"2021-03-04 09:00",1,2,30.506037,-84.07903,1,2,1,0,P
24339001,2021,"2021-03-03 13:50",2,2,30.460112,-84.31574,1,1,1,0,D
24339001,2021,"2021-03-03 13:50",2,2,30.460112,-84.31574,2,2,1,0,D
24339002,2021,"2021-03-03 18:21",2,8,30.410734,-84.238335,1,1,1,0,D
24339002,2021,"2021-03-03 18:21",2,8,30.410734,-84.238335,2,2,3,0,D
24339002,2021,"2021-03-03 18:21",2,8,30.410734,-84.238335,1,3,1,0,P
24339002,2021,"2021-03-03 18:21",2,8,30.410734,-84.238335,2,4,1,0,P
24339002,2021,"2021-03-03 18:21",2,8,30.410734,-84.238335,2,5,1,0,P
24339002,2021,"2021-03-03 18:21",2,8,30.410734,-84.238335,2,6,1,0,P
24339002,2021,"2021-03-03 18:21",2,8,30.410734,-84.238335,2,7,1,0,P
24339002,2021,"2021-03-03 18:21",2,8,30.410734,-84.238335,2,8,1,0,P
24339003,2021,"2021-03-04 17:30",3,5,30.496561,-84.32607,1,1,1,0,D
24339003,2021,"2021-03-04 17:30",3,5,30.496561,-84.32607,2,2,1,0,D
24339003,2021,"2021-03-04 17:30",3,5,30.496561,-84.32607,3,3,1,0,D
24339003,2021,"2021-03-04 17:30",3,5,30.496561,-84.32607,2,4,1,0,P
24339003,2021,"2021-03-04 17:30",3,5,30.496561,-84.32607,3,5,1,0,P
24339004,2021,"2021-02-05 13:59",1,2,30.606724,-84.250206,1,1,1,0,D
24339004,2021,"2021-02-05 13:59",1,2,30.606724,-84.250206,1,2,1,0,P
24339005,2021,"2021-03-02 13:55",2,2,30.548187,-84.27269,1,1,1,0,D
24339005,2021,"2021-03-02 13:55",2,2,30.548187,-84.27269,2,2,1,0,D
24339006,2021,"2021-03-05 08:03",2,2,30.44172,-84.31893,1,1,1,0,D
24339006,2021,"2021-03-05 08:03",2,2,30.44172,-84.31893,2,2,1,0,D
24339007,2021,"2021-03-05 16:43",2,1,30.425314,-84.19858,1,1,1,0,D
24339008,2021,"2021-03-05 19:29",2,3,30.563023,-84.21946,1,1,1,0,D
24339008,2021,"2021-03-05 19:29",2,3,30.563023,-84.21946,2,2,1,0,D
24339008,2021,"2021-03-05 19:29",2,3,30.563023,-84.21946,2,3,1,0,P
24339009,2021,"2021-03-01 12:25",1,1,30.557384,-84.17685,1,1,3,0,D
24339010,2021,"2021-03-05 11:40",2,2,30.549517,-84.22539,1,1,1,0,D
24339010,2021,"2021-03-05 11:40",2,2,30.549517,-84.22539,2,2,1,0,D
24339011,2021,"2021-03-06 10:30",2,2,30.506592,-84.2774,1,1,1,0,D
24339011,2021,"2021-03-06 10:30",2,2,30.506592,-84.2774,2,2,2,0,D
24339012,2021,"2021-03-06 12:40",2,5,30.560526,-84.19994,1,1,1,0,D
24339012,2021,"2021-03-06 12:40",2,5,30.560526,-84.19994,2,2,3,0,D
24339012,2021,"2021-03-06 12:40",2,5,30.560526,-84.19994,1,3,1,0,P
24339012,2021,"2021-03-06 12:40",2,5,30.560526,-84.19994,1,4,1,0,P
24339012,2021,"2021-03-06 12:40",2,5,30.560526,-84.19994,1,5,1,0,P
24339013,2021,"2021-03-06 17:15",2,2,30.435486,-84.35268,1,1,1,0,D
24339013,2021,"2021-03-06 17:15",2,2,30.435486,-84.35268,2,2,1,0,D
24339015,2021,"2021-03-08 12:50",2,2,30.52506,-84.36369,1,1,1,0,D
24339015,2021,"2021-03-08 12:50",2,2,30.52506,-84.36369,2,2,1,0,D
24339016,2021,"2021-03-03 18:16",2,2,30.412624,-84.28292,1,1,1,0,D
24339016,2021,"2021-03-03 18:16",2,2,30.412624,-84.28292,2,2,1,0,D
24339017,2021,"2021-03-08 17:02",2,2,30.476122,-84.363335,1,1,1,0,D
24339017,2021,"2021-03-08 17:02",2,2,30.476122,-84.363335,2,2,1,0,D
24339018,2021,"2021-03-08 18:30",2,1,30.527412,-84.05467,1,1,1,0,D
24339019,2021,"2021-03-09 07:16",2,2,30.464546,-84.21545,1,1,1,0,D
24339019,2021,"2021-03-09 07:16",2,2,30.464546,-84.21545,2,2,1,0,D
24339020,2021,"2021-03-09 10:20",2,5,30.569286,-84.20967,1,1,1,0,D
24339020,2021,"2021-03-09 10:20",2,5,30.569286,-84.20967,2,2,2,0,D
24339020,2021,"2021-03-09 10:20",2,5,30.569286,-84.20967,2,3,2,0,P
24339020,2021,"2021-03-09 10:20",2,5,30.569286,-84.20967,2,4,1,0,P
24339020,2021,"2021-03-09 10:20",2,5,30.569286,-84.20967,2,5,1,0,P
24339021,2021,"2021-03-09 12:00",2,2,30.563309,-84.21978,1,1,1,0,D
24339021,2021,"2021-03-09 12:00",2,2,30.563309,-84.21978,2,2,1,0,D
24339022,2021,"2021-03-08 08:30",2,3,30.434948,-84.36306,1,1,2,0,D
24339022,2021,"2021-03-08 08:30",2,3,30.434948,-84.36306,2,2,1,0,D
24339022,2021,"2021-03-08 08:30",2,3,30.434948,-84.36306,2,3,1,0,P
24339023,2021,"2021-03-09 16:05",2,3,30.560762,-84.21802,1,1,1,0,D
24339023,2021,"2021-03-09 16:05",2,3,30.560762,-84.21802,2,2,1,0,D
24339023,2021,"2021-03-09 16:05",2,3,30.560762,-84.21802,1,3,1,0,P
24339024,2021,"2021-03-10 08:00",2,3,30.500628,-84.32837,1,1,2,0,D
24339024,2021,"2021-03-10 08:00",2,3,30.500628,-84.32837,2,2,1,0,D
24339024,2021,"2021-03-10 08:00",2,3,30.500628,-84.32837,1,3,2,0,P
24339025,2021,"2021-03-10 15:18",2,5,30.53492,-84.364944,1,1,1,0,D
24339025,2021,"2021-03-10 15:18",2,5,30.53492,-84.364944,2,2,1,0,D
24339025,2021,"2021-03-10 15:18",2,5,30.53492,-84.364944,2,3,1,0,P
24339025,2021,"2021-03-10 15:18",2,5,30.53492,-84.364944,1,4,1,0,P
24339025,2021,"2021-03-10 15:18",2,5,30.53492,-84.364944,1,5,1,0,P
24339026,2021,"2021-03-10 11:40",2,2,30.583212,-84.23486,1,1,1,0,D
24339026,2021,"2021-03-10 11:40",2,2,30.583212,-84.23486,2,2,1,0,D
24339027,2021,"2021-03-10 19:15",1,1,30.487103,-84.32427,1,1,1,0,D
24339028,2021,"2021-03-10 17:45",2,3,30.399145,-84.314705,1,1,1,0,D
24339028,2021,"2021-03-10 17:45",2,3,30.399145,-84.314705,2,2,1,0,D
24339028,2021,"2021-03-10 17:45",2,3,30.399145,-84.314705,2,3,1,0,P
24339029,2021,"2021-03-10 23:24",1,1,30.45647,-84.340805,1,1,1,0,D
24339030,2021,"2021-03-11 09:20",1,1,30.436415,-84.33532,1,1,1,0,D
24339031,2021,"2021-03-11 08:39",2,2,30.44302,-84.41162,1,1,1,0,D
24339031,2021,"2021-03-11 08:39",2,2,30.44302,-84.41162,2,2,1,0,D
24339032,2021,"2021-03-11 11:31",2,2,30.46457,-84.21579,1,1,1,0,D
24339032,2021,"2021-03-11 11:31",2,2,30.46457,-84.21579,2,2,1,0,D
24339033,2021,"2021-03-11 16:45",2,2,30.444103,-84.22662,1,1,1,0,D
24339033,2021,"2021-03-11 16:45",2,2,30.444103,-84.22662,2,2,3,0,D
24339034,2021,"2021-03-11 17:35",1,1,30.437588,-84.36303,1,1,1,0,D
24339035,2021,"2021-03-11 18:55",1,2,30.32116,-84.260666,1,1,1,0,D
24339035,2021,"2021-03-11 18:55",1,2,30.32116,-84.260666,1,2,1,0,P
24339036,2021,"2021-03-12 07:40",2,2,30.434937,-84.36533,1,1,1,0,D
24339036,2021,"2021-03-12 07:40",2,2,30.434937,-84.36533,2,2,2,0,D
24339037,2021,"2021-03-12 14:01",2,2,30.563005,-84.21975,1,1,1,0,D
24339037,2021,"2021-03-12 14:01",2,2,30.563005,-84.21975,2,2,1,0,D
24339038,2021,"2021-01-31 19:36",1,1,30.443956,-84.39733,1,1,1,0,D
24339040,2021,"2021-03-15 03:40",1,1,30.593027,-84.3277,1,1,1,0,D
24339041,2021,"2021-03-11 08:45",1,6,30.300592,-84.23861,1,1,1,0,D
24339041,2021,"2021-03-11 08:45",1,6,30.300592,-84.23861,1,2,1,0,P
24339041,2021,"2021-03-11 08:45",1,6,30.300592,-84.23861,1,3,1,0,P
24339041,2021,"2021-03-11 08:45",1,6,30.300592,-84.23861,1,4,1,0,P
24339041,2021,"2021-03-11 08:45",1,6,30.300592,-84.23861,1,5,1,0,P
24339041,2021,"2021-03-11 08:45",1,6,30.300592,-84.23861,1,6,1,0,P
